pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id,partition
1vyg,3628,345,378,train
1vyj,3628,1221,378,train
1vyq,3628,306,378,train
1w0z,3628,188,378,train
1w11,3628,188,378,train
1w13,3628,188,378,train
1w14,3628,188,378,train
1w1d,3628,210,378,train
1w1g,3628,210,378,train
1w25,3628,211,378,train
1w2g,3628,112,378,train
1w2h,3628,112,378,train
1w31,3628,232,378,train
1w3j,3628,205,378,train
1w3k,3628,163,378,train
1w3l,3628,163,378,train
1w4o,3628,1060,378,train
1w4p,3628,1060,378,train
1w4q,3628,1060,378,train
1w51,3628,338,378,train
1w6j,1245,212,117,test
1w6y,2824,137,251,train
1w80,3628,213,378,train
1w84,3628,1254,378,train
1wax,3628,296,378,train
1wbo,3628,1254,378,train
1wc1,3628,214,378,train
1wc6,3628,214,378,train
1wcq,3628,432,378,train
1wdn,3628,1520,378,train
1wdq,3628,215,378,train
1wdr,3628,215,378,train
1wdy,3628,1186,378,train
1we2,689,645,66,test
1wm1,4525,217,426,train
1wn6,1159,504,106,test
1wqv,3628,188,378,train
1ws1,3569,830,363,test
1ws4,3628,256,378,train
1ws5,3628,256,378,train
1wss,3628,188,378,train
1wtg,3628,188,378,train
1wun,3628,188,378,train
1wur,3628,218,378,train
1wv7,3628,188,378,train
1wxz,1986,119,174,val
1x11,3628,7,378,train
1x1z,3628,37,378,train
1x7q,3628,568,378,train
1x8d,3628,219,378,train
1x8r,689,412,66,test
1x8s,3628,1042,378,train
1x8t,689,412,66,test
1x9d,3628,49,378,train
1xb7,3628,44,378,train
1xd0,3628,1241,378,train
1xdd,191,171,26,val
1xdg,191,171,26,val
1xff,3628,221,378,train
1xfv,3628,102,378,train
1xh3,3628,568,378,train
1xhm,3628,1263,378,train
1xk9,3399,223,323,test
1xn2,3628,338,378,train
1xn3,3628,338,378,train
1xnz,3601,168,373,val
1xos,1413,423,131,val
1xr8,3628,568,378,train
1xr9,3628,568,378,train
1xsc,3628,224,378,train
1xt3,3628,225,378,train
1xt8,3628,1520,378,train
1xxh,3628,226,378,train
1xxi,3628,226,378,train
1xz8,3628,227,378,train
1y19,3628,339,378,train
1y2a,3628,1110,378,train
1y2f,4503,228,424,train
1y3a,3628,289,378,train
1y3n,3628,229,378,train
1y3p,3628,229,378,train
1y4z,923,230,83,train
1y6q,3272,1427,302,test
1y8o,3628,1265,378,train
1y8p,3628,1265,378,train
1y98,3628,734,378,train
1ybo,3628,133,378,train
1yc5,3628,858,378,train
1yci,3628,1497,378,train
1ycm,3617,336,376,val
1yda,3628,1505,378,train
1ydb,3628,1505,378,train
1ydd,3628,1505,378,train
1ydk,3628,263,378,train
1yid,3628,244,378,train
1yk7,3628,1094,378,train
1ykp,3628,259,378,train
1ylv,3628,232,378,train
1ym4,3628,338,378,train
1yon,3628,233,378,train
1yqy,3127,241,283,val
1ysg,3628,1525,378,train
1yvh,3628,778,378,train
1ywh,3628,234,378,train
1ywi,3628,428,378,train
1yxd,3628,42,378,train
1yy6,3628,235,378,train
1yyr,108,409,17,train
1yys,108,409,17,train
1z3c,3628,236,378,train
1z3j,3617,336,376,val
1z3t,3628,425,378,train
1z3v,3628,425,378,train
1z4n,3628,237,378,train
1z4o,3628,237,378,train
1z6d,3628,1060,378,train
1z6s,3628,1060,378,train
1z9h,2021,239,178,train
1zaj,3589,729,370,test
1zc9,1402,583,130,val
1zd2,3628,83,378,train
1zd3,3628,83,378,train
1zd4,3628,83,378,train
1zd5,3628,83,378,train
1ze8,3628,1505,378,train
1zea,3628,940,378,train
1zfk,3628,1505,378,train
1zfp,3628,1152,378,train
1zgb,3532,281,353,test
1zh7,3628,1004,378,train
1zhk,3628,568,378,train
1zhl,3628,568,378,train
1zhy,2821,240,248,test
1zkk,3628,1443,378,train
1zm6,3628,250,378,train
1zs0,3617,336,376,val
1zsb,3628,1505,378,train
1zsh,3628,1316,378,train
1zub,3628,1196,378,train
1zvx,3617,336,376,val
2a0t,3628,1394,378,train
2a25,3628,882,378,train
2a29,3628,243,378,train
2a2x,3628,188,378,train
2a3i,3628,44,378,train
2a4m,3628,244,378,train
2a5s,3628,896,378,train
2aa9,689,412,66,test
2aac,3628,245,378,train
2aay,689,412,66,test
2ad5,3628,246,378,train
2adm,3628,8,378,train
2aeb,3628,1401,378,train
2ael,108,409,17,train
2aez,3628,247,378,train
2aig,3628,456,378,train
2aj8,1137,254,105,test
2alv,3628,1104,378,train
2am1,2154,770,189,train
2am2,2154,770,189,train
2am4,3628,248,378,train
2amt,3628,567,378,train
2ank,3628,188,378,train
2anm,3628,188,378,train
2aow,3532,249,353,test
2aox,3532,249,353,test
2aq7,72,598,11,val
2aq9,3628,1650,378,train
2aqb,72,598,11,val
2asu,3628,188,378,train
2ate,3628,379,378,train
2auc,3628,785,378,train
2avi,3367,262,315,test
2aw1,3628,1505,378,train
2ay1,3628,251,378,train
2ay3,3628,251,378,train
2ay4,3628,251,378,train
2ay5,3628,251,378,train
2ay6,3628,251,378,train
2ay7,3628,251,378,train
2ay8,3628,251,378,train
2ay9,3628,251,378,train
2azm,3628,734,378,train
2b1g,3628,146,378,train
2b1i,3628,146,378,train
2b1q,3628,269,378,train
2b1r,3628,269,378,train
2b2v,3628,956,378,train
2b4l,3361,624,312,test
2b8l,3628,338,378,train
2b8v,3628,338,378,train
2b9a,3628,1322,378,train
2bba,3628,1046,378,train
2bes,3589,252,370,test
2bet,3589,252,370,test
2bfq,3628,253,378,train
2bfr,3628,253,378,train
2bj4,3628,44,378,train
2bmz,3628,256,378,train
2boi,3628,257,378,train
2boj,3628,257,378,train
2bow,1323,258,123,train
2br8,3628,1550,378,train
2brp,4845,43,442,train
2bt9,3628,1549,378,train
2buv,3628,259,378,train
2bv4,3628,257,378,train
2bvd,3628,260,378,train
2bve,3628,261,378,train
2byp,3628,1550,378,train
2bz8,3628,455,378,train
2bza,3628,188,378,train
2bzz,3628,1060,378,train
2c02,3628,1060,378,train
2c1n,3628,1283,378,train
2c1q,3367,262,315,test
2c2l,3628,1503,378,train
2c6c,3628,1064,378,train
2c6g,3628,1064,378,train
2c6n,3628,779,378,train
2c80,3628,263,378,train
2c92,1216,95,113,train
2c94,1216,95,113,train
2c9d,1216,95,113,train
2c9t,3628,1550,378,train
2ca8,3628,263,378,train
2cbj,3628,1637,378,train
2cbz,3628,264,378,train
2cc7,1218,265,114,train
2ccc,1218,265,114,train
2ce9,3628,1263,378,train
2ceq,3628,205,378,train
2ces,3628,205,378,train
2cex,3628,1534,378,train
2cfd,111,266,18,train
2cfg,111,266,18,train
2cht,1836,267,158,val
2ci9,3628,279,378,train
2cia,3628,279,378,train
2ckm,3532,281,353,test
2cle,3241,20,299,val
2clf,3241,20,299,val
2clh,3241,20,299,val
2cli,3241,20,299,val
2cll,3241,20,299,val
2clm,3241,20,299,val
2clo,3241,20,299,val
2clv,3628,737,378,train
2cm7,3628,296,378,train
2cma,3628,296,378,train
2cmb,3628,296,378,train
2cmc,3628,296,378,train
2cmf,3532,281,353,test
2cne,3628,296,378,train
2co0,3628,1263,378,train
2csm,3628,268,378,train
2ctc,3628,617,378,train
2cv3,3628,188,378,train
2d0k,3480,920,338,test
2d1x,3628,455,378,train
2d2v,3628,269,378,train
2df6,3628,455,378,train
2drc,3480,920,338,test
2dri,3628,898,378,train
2dua,2004,270,176,train
2dw7,3628,939,378,train
2dwx,3628,140,378,train
2e1w,1986,119,174,val
2e2p,3628,271,378,train
2e2r,3628,44,378,train
2e5y,3628,272,378,train
2e7f,3480,273,338,test
2e7l,3628,722,378,train
2eg8,688,274,65,train
2eh8,3628,737,378,train
2emt,3628,84,378,train
2epn,3628,125,378,train
2er0,3628,338,378,train
2er6,3628,338,378,train
2er9,3628,338,378,train
2euk,3628,275,378,train
2eum,3628,275,378,train
2evc,3601,168,373,val
2evl,3628,275,378,train
2evm,3601,168,373,val
2ez5,3628,334,378,train
2ez7,3628,1505,378,train
2f01,3367,262,315,test
2f0z,3628,432,378,train
2f2h,3628,1209,378,train
2f3r,3628,763,378,train
2f5t,3628,276,378,train
2f6j,3628,1168,378,train
2f7i,3628,1322,378,train
2f80,3066,736,273,val
2f81,3066,736,273,val
2f8g,3066,736,273,val
2fah,3628,278,378,train
2fci,3628,279,378,train
2fdd,3066,736,273,val
2fde,3066,736,273,val
2feq,3628,188,378,train
2fes,3628,188,378,train
2ff1,3271,74,301,val
2ff2,3271,74,301,val
2fgh,3628,280,378,train
2fkf,3628,282,378,train
2fo4,3628,737,378,train
2fou,3628,1505,378,train
2fov,3628,1505,378,train
2foy,3628,1505,378,train
2fqo,3224,283,296,train
2fqt,3224,283,296,train
2fqw,3628,284,378,train
2fqx,3628,284,378,train
2fqy,3628,284,378,train
2fr8,3628,285,378,train
2frd,3628,285,378,train
2fsa,3628,1168,378,train
2fsv,3628,285,378,train
2fts,3628,286,378,train
2fu8,3628,1356,378,train
2fuu,3628,349,378,train
2fv9,3628,456,378,train
2fvc,1040,743,96,val
2fw3,2973,287,262,train
2fx7,3628,737,378,train
2fx8,3628,737,378,train
2fx9,3628,737,378,train
2fxv,3628,288,378,train
2fys,3628,1254,378,train
2g19,3628,599,378,train
2g5u,3628,1322,378,train
2g6q,3628,349,378,train
2g70,2673,242,227,test
2g71,2673,242,227,test
2g72,2673,242,227,test
2g83,3628,289,378,train
2g8n,2673,242,227,test
2g8r,3628,1060,378,train
2g9q,3628,166,378,train
2g9v,3628,166,378,train
2gbi,1137,254,105,test
2gej,3628,659,378,train
2gek,3628,659,378,train
2gfa,3628,1140,378,train
2ggu,3628,172,378,train
2ggx,3628,172,378,train
2gh7,3367,262,315,test
2gh9,3628,1269,378,train
2gkl,3628,1278,378,train
2gl0,3628,290,378,train
2gmk,3628,292,378,train
2gph,3628,1254,378,train
2gst,3628,263,378,train
2gtv,1836,293,158,val
2gv2,3628,1374,378,train
2gvd,3628,535,378,train
2gvv,5782,294,499,train
2gvz,3628,535,378,train
2gyi,3589,295,370,test
2gz2,3628,1011,378,train
2gzl,3628,567,378,train
2h13,3628,1263,378,train
2h1h,3628,297,378,train
2h21,3628,147,378,train
2h23,3628,147,378,train
2h2d,3628,858,378,train
2h2e,3628,147,378,train
2h2g,3628,858,378,train
2h2h,3628,858,378,train
2h2j,3628,147,378,train
2h3e,3596,1502,372,test
2h42,1413,423,131,val
2h4n,3628,1505,378,train
2h5a,3628,282,378,train
2h5d,3628,1652,378,train
2h5e,3628,298,378,train
2h5i,3628,176,378,train
2h5j,3628,176,378,train
2h65,3628,176,378,train
2h6b,3628,299,378,train
2h6k,3628,1263,378,train
2h6q,3628,1263,378,train
2h6t,3628,338,378,train
2h9m,3628,1263,378,train
2h9n,3628,1263,378,train
2h9p,3628,1263,378,train
2h9t,3628,188,378,train
2hb3,3066,736,273,val
2hd6,3628,1505,378,train
2hdr,3628,951,378,train
2hds,3628,951,378,train
2hdx,3628,301,378,train
2hf8,3628,302,378,train
2hiz,3628,338,378,train
2hj4,3628,303,378,train
2hjb,3628,303,378,train
2hkf,3628,940,378,train
2hmb,3628,345,378,train
2hmh,3628,304,378,train
2hmu,3628,305,378,train
2hmv,3628,305,378,train
2hmw,3628,305,378,train
2hnx,3628,345,378,train
2hob,3628,1104,378,train
2hqu,3628,306,378,train
2hr6,3628,306,378,train
2hrm,3628,306,378,train
2hrp,3628,940,378,train
2hs1,3066,736,273,val
2hs2,3066,736,273,val
2hug,3628,307,378,train
2hw2,15,308,5,test
2hwg,2004,92,176,train
2hzy,3568,309,362,train
2i0a,3066,736,273,val
2i0d,3066,736,273,val
2i3h,3628,1058,378,train
2i3v,3628,896,378,train
2i3z,1137,254,105,test
2i4d,3066,736,273,val
2i4u,3066,736,273,val
2i4v,3066,736,273,val
2i4w,3066,736,273,val
2i4x,3066,736,273,val
2i5f,3628,310,378,train
2i6a,3628,311,378,train
2i7c,3628,312,378,train
2i80,3945,313,401,train
2idk,3480,314,338,test
2idw,3066,736,273,val
2ien,3066,736,273,val
2ieo,3066,736,273,val
2ig0,3628,374,378,train
2ihj,3628,315,378,train
2imb,3628,547,378,train
2imd,3628,316,378,train
2ioa,4562,317,430,train
2ipo,3596,1502,372,test
2iqg,3628,338,378,train
2irz,3628,338,378,train
2is0,3628,338,378,train
2isv,3390,1025,319,val
2isw,3390,1025,319,val
2iv9,3628,593,378,train
2ivz,3628,319,378,train
2iyf,83,320,12,val
2izl,3367,262,315,test
2izx,4902,321,444,test
2j27,3390,192,319,val
2j4g,3628,1637,378,train
2j4k,3628,322,378,train
2j4q,3628,323,378,train
2j77,3628,205,378,train
2j7h,3628,205,378,train
2j83,3628,324,378,train
2j87,3628,325,378,train
2j9h,3628,0,378,train
2j9l,3628,327,378,train
2ja3,3628,327,378,train
2jaj,3628,1456,378,train
2jal,3628,205,378,train
2jbj,3628,1064,378,train
2jbv,3628,328,378,train
2jdh,3628,257,378,train
2jdk,3628,257,378,train
2jdl,3628,156,378,train
2jdm,3628,257,378,train
2jdn,3628,257,378,train
2jdp,3628,257,378,train
2jdu,3628,257,378,train
2jdy,3628,257,378,train
2jf4,1724,330,152,train
2jfh,2754,493,236,test
2jg8,3578,329,367,test
2jgs,3367,262,315,test
2jjk,3628,407,378,train
2jk9,3628,1460,378,train
2jke,3628,331,378,train
2jkr,3628,332,378,train
2jkt,3628,332,378,train
2jmj,3628,349,378,train
2jnp,3617,336,376,val
2jnw,3628,333,378,train
2jo9,3628,334,378,train
2joa,3628,335,378,train
2jq9,3628,342,378,train
2jqi,3628,1394,378,train
2jqk,3628,342,378,train
2jql,3628,1394,378,train
2jsd,3617,336,376,val
2jst,2,337,2,train
2jt5,3617,336,376,val
2jup,3628,428,378,train
2k00,3628,339,378,train
2k0g,3628,1546,378,train
2k0x,2686,340,229,test
2k2r,3628,341,378,train
2k31,3628,1348,378,train
2k3w,3628,342,378,train
2k46,3628,343,378,train
2k4i,3628,344,378,train
2k7l,3628,346,378,train
2kbr,3628,363,378,train
2kbs,3628,1196,378,train
2ke1,3628,349,378,train
2kff,3628,45,378,train
2kfg,3628,45,378,train
2kfh,3628,45,378,train
2kgi,3628,349,378,train
2khh,3628,350,378,train
2kmx,3628,351,378,train
2knh,3628,352,378,train
2koh,3628,1069,378,train
2kpl,3628,1196,378,train
2krd,3628,348,378,train
2ks9,3628,1359,378,train
2ksa,3628,1359,378,train
2ksb,3628,1359,378,train
2ksp,3628,45,378,train
2kup,3628,353,378,train
2kvm,3628,62,378,train
2kwn,3628,349,378,train
2kzu,3628,354,378,train
2l0i,3628,355,378,train
2l11,3628,62,378,train
2l12,3628,62,378,train
2l1b,3628,62,378,train
2l3r,3628,1371,378,train
2l65,5792,356,501,train
2l6e,3628,554,378,train
2l6j,3628,1503,378,train
2l75,3628,349,378,train
2l7u,3628,372,378,train
2l8j,3628,1537,378,train
2l8r,3628,357,378,train
2l98,3628,348,378,train
2las,3628,1571,378,train
2lbm,3628,349,378,train
2lbv,3628,732,378,train
2lcs,3628,117,378,train
2lct,3628,279,378,train
2lgf,3628,348,378,train
2lh8,1164,358,109,train
2lha,3628,1436,378,train
2liq,3628,359,378,train
2lk1,3308,360,307,train
2lkk,3628,345,378,train
2lko,3628,361,378,train
2ll6,3628,348,378,train
2ll7,3628,348,378,train
2llo,3628,348,378,train
2llq,3628,348,378,train
2lnw,3628,279,378,train
2lo6,3628,549,378,train
2loz,3628,362,378,train
2lp8,3628,1525,378,train
2lpr,3628,1652,378,train
2lsk,3628,375,378,train
2lsp,3628,1168,378,train
2lsr,3628,363,378,train
2lsv,3628,1503,378,train
2lto,3628,1386,378,train
2ltv,3628,334,378,train
2ltw,3628,334,378,train
2ltx,3628,334,378,train
2lty,3628,334,378,train
2ltz,3628,334,378,train
2ly0,2132,364,187,val
2lya,3628,344,378,train
2lyb,3628,344,378,train
2lyw,3628,365,378,train
2m0o,3628,366,378,train
2m0u,3628,1493,378,train
2m0v,3628,1493,378,train
2m3m,3628,347,378,train
2m3o,3628,334,378,train
2m3z,4563,367,431,train
2m41,3628,368,378,train
2mas,3031,369,270,train
2mc1,3628,279,378,train
2mg5,3628,348,378,train
2mkr,3628,370,378,train
2mlm,4527,371,427,train
2mnz,3628,349,378,train
2mow,3628,549,378,train
2mpm,3628,373,378,train
2mps,3628,1374,378,train
2mwo,3628,374,378,train
2mwp,3628,374,378,train
2mwy,3628,1374,378,train
2n1g,3628,375,378,train
2n3k,3628,376,378,train
2n7b,3628,261,378,train
2n8t,3628,334,378,train
2n9e,3628,1571,378,train
2n9x,3628,1537,378,train
2ncz,3628,376,378,train
2nd0,3628,376,378,train
2ndf,3628,1344,378,train
2ndg,3628,1344,378,train
2ndo,3628,377,378,train
2nm1,3628,1314,378,train
2nmb,3628,708,378,train
2nmx,3628,1505,378,train
2nn1,3628,1505,378,train
2nn7,3628,1505,378,train
2nn8,3628,1180,378,train
2nnd,214,424,28,train
2nng,3628,1505,378,train
2nno,3628,1505,378,train
2nns,3628,1505,378,train
2nnv,3628,1505,378,train
2np9,3628,32,378,train
2nqg,3628,378,378,train
2nqi,3628,378,378,train
2nsj,3628,379,378,train
2nsl,3628,379,378,train
2nwl,3628,380,378,train
2nwn,3628,188,378,train
2nyr,3628,858,378,train
2o1c,2785,381,244,val
2o1v,3628,1376,378,train
2o48,3628,382,378,train
2o4h,3596,383,372,test
2o4s,3066,736,273,val
2o7v,61,384,8,val
2o9a,3628,385,378,train
2o9k,3628,1263,378,train
2o9r,3628,205,378,train
2o9v,3628,386,378,train
2obf,2673,242,227,test
2oc2,3628,779,378,train
2oc4,3271,21,301,val
2oc9,3271,21,301,val
2odd,3628,387,378,train
2oei,3628,388,378,train
2off,3628,166,378,train
2ogy,3480,273,338,test
2oi2,2782,389,241,train
2oi3,3628,603,378,train
2oi9,3628,722,378,train
2olb,3628,1384,378,train
2on3,3947,194,402,train
2on6,3271,21,301,val
2ony,2673,242,227,test
2onz,2673,242,227,test
2op9,3628,1104,378,train
2opb,2673,242,227,test
2opy,3628,1058,378,train
2oqs,3628,347,378,train
2or9,3628,940,378,train
2ork,3628,172,378,train
2osf,3628,1505,378,train
2osm,3628,1505,378,train
2ou7,3628,1254,378,train
2ov4,3628,108,378,train
2ovq,3628,1263,378,train
2oxn,3628,589,378,train
2oyk,3628,390,378,train
2oyl,3628,390,378,train
2oz5,5265,391,467,train
2oz6,3628,1191,378,train
2p09,3628,551,378,train
2p0d,3628,392,378,train
2p0x,3628,551,378,train
2p2i,3628,1254,378,train
2p3i,3628,1569,378,train
2p4j,3628,338,378,train
2p53,3628,394,378,train
2p7g,3628,44,378,train
2p83,3628,338,378,train
2p8h,3628,338,378,train
2p99,3601,168,373,val
2p9a,3601,168,373,val
2pcu,3628,617,378,train
2peh,3628,1600,378,train
2pem,3628,395,378,train
2pfy,665,396,61,val
2ph6,3628,338,378,train
2pix,3628,44,378,train
2piy,3628,617,378,train
2pj0,3628,617,378,train
2pj1,3628,617,378,train
2pj2,3628,617,378,train
2pj3,3628,617,378,train
2pj4,3628,617,378,train
2pj5,3628,617,378,train
2pj6,3628,617,378,train
2pj7,3628,617,378,train
2pj8,3628,617,378,train
2pj9,3628,617,378,train
2pja,3628,617,378,train
2pjb,3628,617,378,train
2pjc,3628,617,378,train
2pl9,3628,398,378,train
2pmc,3628,398,378,train
2pmk,3628,264,378,train
2pnx,3628,349,378,train
2pq9,689,412,66,test
2pqb,689,412,66,test
2pqc,689,412,66,test
2pqj,3545,399,356,train
2pql,3628,400,378,train
2pr9,3628,894,378,train
2pre,3628,1094,378,train
2pri,3628,166,378,train
2prj,3628,166,378,train
2psu,3066,736,273,val
2psv,3066,736,273,val
2psx,3628,188,378,train
2pt9,3628,312,378,train
2ptz,3628,1099,378,train
2pu0,3628,1099,378,train
2puy,3628,349,378,train
2pv1,3628,401,378,train
2pv2,3628,401,378,train
2pv3,3628,402,378,train
2pvu,3628,1520,378,train
2pvw,3628,1064,378,train
2pwd,3628,1241,378,train
2py4,3628,306,378,train
2pyi,3628,166,378,train
2pyy,3628,1520,378,train
2pze,3628,264,378,train
2pzi,1555,403,142,train
2q1l,1620,540,144,test
2q2a,3628,1520,378,train
2q2c,3628,1520,378,train
2q2n,5006,404,456,train
2q3z,3628,405,378,train
2q54,3066,736,273,val
2q55,3066,736,273,val
2q5k,3066,736,273,val
2q6b,1620,540,144,test
2q6c,1620,540,144,test
2q6f,3628,1104,378,train
2q7m,2100,1634,183,train
2q7o,3271,21,301,val
2q7q,3628,303,378,train
2q7y,3628,737,378,train
2q8m,3628,407,378,train
2q8y,3628,408,378,train
2q8z,3628,37,378,train
2q92,3601,168,373,val
2q93,3601,168,373,val
2q94,3601,168,373,val
2q95,3601,168,373,val
2q96,3601,168,373,val
2qaf,3628,37,378,train
2qbu,3628,410,378,train
2qbw,3628,411,378,train
2qbx,3628,1046,378,train
2qcd,3628,37,378,train
2qcf,3628,37,378,train
2qcg,3628,37,378,train
2qch,3628,37,378,train
2qci,3066,736,273,val
2qcm,3628,37,378,train
2qcn,3628,37,378,train
2qd6,3066,736,273,val
2qd7,3066,736,273,val
2qd8,3066,736,273,val
2qhc,3066,736,273,val
2qhd,3628,250,378,train
2qhm,3628,1254,378,train
2qhr,3628,940,378,train
2qhy,3066,736,273,val
2qhz,3066,736,273,val
2qi0,3066,736,273,val
2qi1,3066,736,273,val
2qi3,3066,736,273,val
2qi4,3066,736,273,val
2qi5,3066,736,273,val
2qi6,3066,736,273,val
2qi7,3066,736,273,val
2qic,3628,349,378,train
2qiq,3628,1104,378,train
2qk5,3628,338,378,train
2qk8,3480,920,338,test
2qki,3628,413,378,train
2ql5,3628,176,378,train
2ql7,3628,176,378,train
2ql9,3628,176,378,train
2qlb,3628,176,378,train
2qlf,3628,176,378,train
2qlj,3628,176,378,train
2qlm,3628,166,378,train
2qln,3628,166,378,train
2qm7,3628,414,378,train
2qmd,3628,338,378,train
2qmf,3628,338,378,train
2qmg,3628,338,378,train
2qmj,3628,1209,378,train
2qn3,3628,166,378,train
2qnb,3628,166,378,train
2qp6,3628,1505,378,train
2qp8,3628,338,378,train
2qpu,3628,1241,378,train
2qqs,3628,1140,378,train
2qrk,3628,415,378,train
2qt5,3628,1196,378,train
2qtn,3628,595,378,train
2qtr,3628,595,378,train
2qv7,3628,418,378,train
2qve,2972,426,261,train
2qw1,3628,898,378,train
2qwb,3628,923,378,train
2qwc,3628,923,378,train
2qwd,3628,923,378,train
2qwe,3628,923,378,train
2qwf,3628,923,378,train
2qwg,3628,923,378,train
2qzl,3628,338,378,train
2qzx,3628,338,378,train
2r02,3628,485,378,train
2r03,3628,485,378,train
2r05,3628,485,378,train
2r0h,3628,419,378,train
2r0y,3628,420,378,train
2r0z,3628,940,378,train
2r1x,3628,940,378,train
2r1y,3628,940,378,train
2r23,3628,940,378,train
2r2b,3628,940,378,train
2r2w,3628,188,378,train
2r3c,3628,185,378,train
2r3y,3628,1017,378,train
2r58,3628,421,378,train
2r59,3628,1012,378,train
2r5a,3628,421,378,train
2r5b,3628,185,378,train
2r5d,3628,185,378,train
2r6f,3628,1593,378,train
2r75,3628,422,378,train
2r7g,3628,1090,378,train
2r9b,3628,338,378,train
2rc8,3628,896,378,train
2rcb,3628,896,378,train
2rcn,3628,1533,378,train
2rcu,2973,287,262,train
2rcx,3628,951,378,train
2rfh,3628,617,378,train
2rfy,3628,425,378,train
2rgu,1137,254,105,test
2ria,3628,172,378,train
2rib,3628,172,378,train
2rio,3628,1254,378,train
2rjs,2972,426,261,train
2rkd,3628,278,378,train
2rkf,3066,736,273,val
2rkg,3066,736,273,val
2rkm,3628,1384,378,train
2rkn,3628,427,378,train
2rly,3628,428,378,train
2rm0,3628,428,378,train
2rnw,3628,1168,378,train
2rnx,3628,1168,378,train
2rny,3628,1168,378,train
2rok,3628,429,378,train
2rol,3628,117,378,train
2rqu,3628,455,378,train
2rr4,3628,965,378,train
2rt5,3628,430,378,train
2rvn,3628,62,378,train
2sfp,3628,431,378,train
2sim,3628,432,378,train
2tpi,3628,188,378,train
2uuo,2754,493,236,test
2uup,2754,493,236,test
2uxi,3628,781,378,train
2uxx,3628,771,378,train
2uy4,3628,1029,378,train
2uyn,3628,434,378,train
2uyq,3628,435,378,train
2uyw,3367,262,315,test
2uz6,3628,1550,378,train
2uzj,3628,824,378,train
2v0n,3628,211,378,train
2v22,3628,893,378,train
2v25,3628,1520,378,train
2v2c,3390,192,319,val
2v2h,3390,192,319,val
2v2q,3628,436,378,train
