pdbid,ligand_cluster_id,protein_cluster_id,combined_cluster_id
3v7c,3628,1049,378
3v7d,3628,1263,378
3v7x,3628,1505,378
3va4,3628,742,378
3vb4,3628,1104,378
3vb5,3628,1104,378
3vb6,3628,1104,378
3vb7,3628,1104,378
3vbv,3628,1254,378
3vby,3628,1254,378
3vd4,3628,818,378
3vd9,3628,818,378
3vdb,3628,818,378
3vdc,3628,818,378
3vfq,3628,253,378
3vh9,3628,41,378
3vhk,3628,1254,378
3vi2,3628,37,378
3vtr,3628,125,378
3vx3,3628,757,378
3vzg,3628,256,378
3w07,3628,37,378
3w37,3628,1209,378
3w5n,3628,759,378
3w9k,3628,761,378
3wab,3628,617,378
3wc5,3628,617,378
3wgg,3628,451,378
3wjw,3628,37,378
3wp0,3628,763,378
3wp1,3628,763,378
3wqv,3628,467,378
3wqw,3628,467,378
3wsy,3628,944,378
3wut,3628,766,378
3wuu,3628,766,378
3wuv,3628,766,378
3wvm,3628,345,378
3zev,3628,767,378
3zhf,3628,768,378
3zi8,3628,1549,378
3zjc,3628,486,378
3zke,3628,831,378
3zkf,3628,831,378
3zls,3628,1254,378
3zmp,3628,296,378
3zmq,3628,296,378
3zmt,3628,771,378
3zmu,3628,771,378
3zmv,3628,771,378
3zmz,3628,771,378
3zn0,3628,771,378
3zn1,3628,771,378
3zq9,3628,503,378
3zqt,3628,44,378
3zst,3628,1346,378
3zuk,3628,555,378
3zvw,3628,484,378
3zvy,3628,349,378
3zy2,3628,775,378
3zy5,3628,775,378
3zyb,3628,1297,378
3zyf,3628,1297,378
3zyh,3628,1297,378
3zyr,3628,1074,378
3zzf,3628,776,378
3zzh,3628,776,378
4a0j,3628,1058,378
4a1w,3628,1525,378
4a2a,3628,777,378
4a4c,3628,778,378
4a4e,3628,1386,378
4a4f,3628,1386,378
4a4g,3628,1386,378
4a4h,3628,1386,378
4a6s,3628,1297,378
4a7j,3628,1263,378
4aa1,3628,779,378
4aa2,3628,779,378
4abi,3628,188,378
4abj,3628,188,378
4abk,3628,780,378
4ad2,3628,1544,378
4ad3,3628,1544,378
4aif,3628,783,378
4aig,3628,456,378
4aml,3628,784,378
4amx,3628,1209,378
4aoc,3628,257,378
4aom,3628,785,378
4aph,3628,779,378
4apo,3628,783,378
4apr,3628,338,378
4aq6,3628,786,378
4att,3628,1424,378
4au7,3628,1443,378
4auj,3628,1424,378
4auy,3628,1424,378
4av0,3628,1424,378
4av4,3628,1424,378
4av5,3628,1424,378
4avh,3628,1424,378
4avi,3628,1424,378
4avj,3628,1424,378
4avs,3628,790,378
4avt,3628,790,378
4axd,3628,789,378
4ay5,3628,1576,378
4ay6,3628,1576,378
4ayp,3628,49,378
4ayq,3628,49,378
4ayt,3628,1076,378
4ayu,3628,790,378
4ayw,3628,1076,378
4ayx,3628,1076,378
4az6,3628,791,378
4aza,3628,638,378
4azb,3628,791,378
4azg,3628,791,378
4azi,3628,791,378
4b2d,3628,714,378
4b2l,3628,1170,378
4b32,3628,1170,378
4b33,3628,1170,378
4b35,3628,1170,378
4b3b,3628,1170,378
4b4n,3628,1059,378
4b4q,3628,794,378
4b5t,3628,795,378
4b5w,3628,795,378
4b60,3628,796,378
4b7n,3628,923,378
4b7q,3628,923,378
4b8o,3628,1110,378
4b8p,3628,1110,378
4b9h,3628,799,378
4b9w,3628,800,378
4b9z,3628,1209,378
4ba3,3628,1110,378
4bah,3628,188,378
4bak,3628,188,378
4bam,3628,188,378
4ban,3628,188,378
4bao,3628,188,378
4baq,3628,188,378
4bd3,3628,366,378
4bdb,3628,1254,378
4bea,3628,638,378
4bg6,3628,1283,378
4bgm,3628,812,378
4bgx,3628,1073,378
4bgy,3628,1073,378
4bh3,3628,1073,378
4bh4,3628,1073,378
4blb,3628,1269,378
4bo3,3628,253,378
4bpi,3628,1525,378
4bpj,3628,1525,378
4bps,3628,803,378
4bqx,3628,599,378
4bqy,3628,599,378
4bt9,3628,1487,378
4btb,3628,1487,378
4bup,3628,1443,378
4buq,3628,1424,378
4bv2,3628,858,378
4bxk,3628,779,378
4bzr,3628,779,378
4bzs,3628,779,378
4c0r,3628,806,378
4c1c,3628,1278,378
4c1d,3628,1278,378
4c1e,3628,1278,378
4c1f,3628,1278,378
4c1g,3628,1278,378
4c1h,3628,1278,378
4c1t,3628,807,378
4c1u,3628,807,378
4c1w,3628,808,378
4c1y,3628,809,378
4c3k,3628,810,378
4c4n,3628,811,378
4c5w,3628,812,378
4ca4,3628,1424,378
4ca5,3628,779,378
4ca6,3628,779,378
4ca7,3628,779,378
4ca8,3628,779,378
4cc2,3628,813,378
4cc3,3628,813,378
4cc7,3628,813,378
4ccd,3628,1037,378
4cd4,3628,260,378
4cd5,3628,260,378
4cd6,3628,814,378
4cd8,3628,814,378
4cdr,3628,1576,378
4ch2,3628,188,378
4ch8,3628,188,378
4cki,3628,1254,378
4ckj,3628,1254,378
4cku,3628,338,378
4clp,3628,214,378
4cpz,3628,923,378
4cs9,3628,816,378
4csd,3628,1549,378
4css,3628,1424,378
4cst,3628,1424,378
4csy,3628,1522,378
4cts,3628,1417,378
4cu7,3628,818,378
4cu8,3628,818,378
4cxw,3628,888,378
4cxx,3628,888,378
4cxy,3628,888,378
4cy1,3628,1263,378
4czs,3628,1074,378
4d1j,3628,820,378
4d2d,3628,1529,378
4d3h,3628,1052,378
4d4d,3628,822,378
4d52,3628,809,378
4d62,3628,823,378
4d63,3628,823,378
4d8e,3628,824,378
4d8i,3628,824,378
4d8s,3628,923,378
4dcd,3628,1506,378
4dcs,3628,1511,378
4dcv,3628,1511,378
4de7,3628,825,378
4dfw,3628,157,378
4dj7,3628,1073,378
4djs,3628,826,378
4dma,3628,44,378
4dmw,3628,446,378
4dn0,3628,838,378
4do4,3628,958,378
4do5,3628,958,378
4dow,3628,828,378
4dpy,3628,829,378
4dq2,3628,1049,378
4ds1,3628,831,378
4du8,3628,829,378
4dv9,3628,338,378
4dvf,3628,338,378
4dx9,3628,833,378
4dxg,3628,834,378
4dzy,3628,1265,378
4e34,3628,1196,378
4e35,3628,1196,378
4e3b,3628,1493,378
4e3d,3628,1505,378
4e3f,3628,1505,378
4e3g,3628,1505,378
4e3h,3628,1505,378
4e3i,3628,951,378
4e49,3628,1505,378
4e4a,3628,1505,378
4e67,3628,157,378
4e70,3628,987,378
4e81,3628,686,378
4e9c,3628,157,378
4e9d,3628,157,378
4edu,3628,421,378
4ef4,3628,844,378
4eh6,3628,1254,378
4eh7,3628,1254,378
4eh8,3628,1254,378
4ej2,3628,166,378
4ejf,3628,176,378
4ek9,3628,688,378
4ekg,3628,688,378
4eki,3628,688,378
4eky,3628,166,378
4el5,3628,166,378
4emt,3628,844,378
4eoy,3628,1537,378
4eqf,3628,837,378
4er1,3628,338,378
4er2,3628,338,378
4er4,3628,338,378
4erq,3628,1263,378
4ery,3628,1263,378
4erz,3628,1263,378
4es0,3628,1263,378
4esg,3628,1263,378
4est,3628,188,378
4etz,3628,838,378
4eu0,3628,838,378
4euc,3628,839,378
4euv,3628,838,378
4ewr,3628,1263,378
4exh,3628,842,378
4exs,3628,1278,378
4ezo,3628,686,378
4ezq,3628,686,378
4ezr,3628,686,378
4ezt,3628,686,378
4ezw,3628,686,378
4ezx,3628,686,378
4ezy,3628,686,378
4ezz,3628,686,378
4f0c,3628,1494,378
4f14,3628,455,378
4f20,3628,1128,378
4f3h,3628,600,378
4f49,3628,1104,378
4f5y,3628,844,378
4f8j,3628,843,378
4f9g,3628,844,378
4fak,3628,1318,378
4fci,3628,1401,378
4fck,3628,1401,378
4fcm,3628,846,378
4fe9,3628,847,378
4fem,3628,847,378
4fgt,3628,550,378
4fgx,3628,338,378
4fgy,3628,44,378
4fht,3628,1135,378
4fi9,3628,849,378
4fkk,3628,1012,378
4fl1,3628,1254,378
4fl2,3628,1254,378
4fl3,3628,1254,378
4fmn,3628,852,378
4fmo,3628,852,378
4fmq,3628,1254,378
4fmu,3628,1443,378
4fnn,3628,648,378
4fns,3628,1621,378
4fr3,3628,1283,378
4ft2,3628,1189,378
4fut,3628,854,378
4fxf,3628,714,378
4fxj,3628,714,378
4fxp,3628,855,378
4fxz,3628,1041,378
4fys,3628,1012,378
4fz3,3628,858,378
4g0a,3628,859,378
4g0c,3628,1505,378
4g0l,3628,860,378
4g0p,3628,690,378
4g0q,3628,690,378
4g0y,3628,690,378
4g0z,3628,690,378
4g19,3628,861,378
4g4p,3628,1520,378
4g68,3628,863,378
4g69,3628,347,378
4g8v,3628,1060,378
4g8y,3628,1060,378
4g90,3628,1060,378
4gah,3628,864,378
4gao,3628,1414,378
4gby,3628,866,378
4gbz,3628,866,378
4ge1,3628,867,378
4ge2,3628,296,378
4ge5,3628,296,378
4ge6,3628,296,378
4ght,3628,1506,378
4gid,3628,338,378
4giu,3628,892,378
4gkm,3628,892,378
4glr,3628,737,378
4gly,3628,188,378
4gne,3628,871,378
4gnf,3628,871,378
4gng,3628,871,378
4gpk,3628,872,378
4gpl,3628,778,378
4gqp,3628,914,378
4gqq,3628,1241,378
4gv8,3628,306,378
4gvc,3628,957,378
4gvd,3628,957,378
4gw1,3628,737,378
4gw5,3628,737,378
4gwi,3628,874,378
4gxl,3628,1180,378
4gy5,3628,1371,378
4gz3,3628,1576,378
4gzw,3628,923,378
4gzx,3628,923,378
4h2o,3628,1001,378
4h36,3628,893,378
4h38,3628,1001,378
4h39,3628,893,378
4h3a,3628,1001,378
4h3b,3628,893,378
4h3c,3628,1001,378
4h3q,3628,1254,378
4h75,3628,876,378
4h81,3628,1265,378
4h85,3628,1265,378
4hbn,3628,1308,378
4hcz,3628,366,378
4hfz,3628,1374,378
4hgc,3628,188,378
4hj2,3628,263,378
4hkp,3628,37,378
4hmk,3628,1041,378
4hnn,3628,42,378
4hod,3628,1041,378
4hp0,3628,877,378
4hpi,3628,877,378
4hpy,3628,737,378
4hs6,3628,737,378
4hs8,3628,737,378
4ht6,3628,831,378
4htp,3628,878,378
4hxj,3628,603,378
4hy9,3628,686,378
4hyb,3628,686,378
4hzm,3628,589,378
4hzw,3628,923,378
4i2w,3628,880,378
4i2z,3628,880,378
4i3z,3628,893,378
4i67,3628,881,378
4i7b,3628,882,378
4i7c,3628,882,378
4i7d,3628,882,378
4i7k,3628,1414,378
4i7l,3628,1414,378
4i9c,3628,884,378
4ib5,3628,893,378
4idn,3628,887,378
4ido,3628,887,378
4ie0,3628,888,378
4ie6,3628,888,378
4ifi,3628,734,378
4igk,3628,734,378
4ih3,3628,889,378
4iho,3628,722,378
4iic,3628,891,378
4iid,3628,891,378
4ij1,3628,892,378
4ikn,3628,894,378
4imq,3628,895,378
4imz,3628,895,378
4inh,3628,895,378
4inr,3628,651,378
4int,3628,651,378
4inu,3628,651,378
4io2,3628,896,378
4io3,3628,896,378
4io4,3628,896,378
4io5,3628,896,378
4io6,3628,896,378
4io7,3628,896,378
4io8,3628,908,378
4ipn,3628,205,378
4is6,3628,179,378
4itp,3628,1505,378
4iu1,3628,1401,378
4iur,3628,899,378
4iut,3628,899,378
4iuu,3628,899,378
4iuv,3628,899,378
4iwz,3628,1505,378
4izm,3628,380,378
4j09,3628,1650,378
4j24,3628,44,378
4j26,3628,44,378
4j2c,3628,900,378
4j3u,3628,492,378
4j44,3628,1058,378
4j45,3628,1058,378
4j46,3628,1058,378
4j47,3628,1058,378
4j48,3628,1058,378
4j4v,3628,901,378
4j73,3628,1263,378
4j77,3628,1263,378
4j78,3628,1263,378
4j79,3628,1263,378
4j7i,3628,636,378
4j81,3628,1263,378
4j82,3628,1263,378
4j84,3628,1263,378
4j86,3628,1263,378
4j8b,3628,1263,378
4j8g,3628,1263,378
4j8r,3628,940,378
4j8s,3628,902,378
4jal,3628,904,378
4jaz,3628,44,378
4jbl,3628,1421,378
4jbs,3628,1012,378
4jc1,3628,1180,378
4jck,3628,1180,378
4jdf,3628,153,378
4jfd,3628,737,378
4jfe,3628,737,378
4jff,3628,737,378
4jfx,3628,737,378
4jfz,3628,737,378
4jg0,3628,737,378
4jg1,3628,737,378
4jit,3628,905,378
4jiz,3628,1317,378
4jjq,3628,235,378
4jk5,3628,188,378
4jk6,3628,188,378
4jls,3628,905,378
4jmg,3628,411,378
4jmh,3628,411,378
4jn4,3628,908,378
4jne,3628,908,378
4joe,3628,1196,378
4jof,3628,1196,378
4jog,3628,1196,378
4joh,3628,1196,378
4joj,3628,1196,378
4jok,3628,1196,378
4jpx,3628,720,378
4jpy,3628,720,378
4jr0,3628,176,378
4jsa,3628,1505,378
4jsz,3628,1505,378
4jwk,3628,909,378
4jx9,3628,909,378
4jyb,3628,414,378
4jyc,3628,414,378
4k0o,3628,911,378
4k0u,3628,912,378
4k1e,3628,188,378
4k3k,3628,1028,378
4k3l,3628,1028,378
4k3m,3628,1028,378
4k3o,3628,1028,378
4k3p,3628,1028,378
4k3q,3628,1028,378
4k3r,3628,1028,378
4k63,3628,1073,378
4k64,3628,1073,378
4k66,3628,1073,378
4k67,3628,1073,378
4k6t,3628,685,378
4k6u,3628,685,378
4k6v,3628,685,378
4k6w,3628,685,378
4k6y,3628,1196,378
4k72,3628,1196,378
4k75,3628,1196,378
4k76,3628,1196,378
4k78,3628,1196,378
4k7i,3628,917,378
4k7n,3628,917,378
4k8o,3628,264,378
4k9h,3628,338,378
4kax,3628,932,378
4kby,3628,844,378
4kc1,3628,129,378
4kc2,3628,129,378
4kc4,3628,129,378
4kij,3628,306,378
4kiu,3628,306,378
4kiw,3628,306,378
4kln,3628,541,378
4kmd,3628,918,378
4ko8,3628,541,378
4kod,3628,541,378
4kom,3628,1073,378
4kon,3628,1073,378
4kp4,3628,1100,378
4kqp,3628,1520,378
4ksy,3628,844,378
4ktu,3628,188,378
4kup,3628,338,378
4kv9,3628,584,378
4kva,3628,584,378
4kwp,3628,893,378
4kww,3628,537,378
4kx8,3628,1012,378
4kxb,3628,1012,378
4kxl,3628,857,378
4kxm,3628,857,378
4kxn,3628,857,378
4kz4,3628,951,378
4l1u,3628,927,378
4l3o,3628,858,378
4l51,3628,533,378
4l58,3628,349,378
4l5j,3628,533,378
4l6t,3628,928,378
4lar,3628,914,378
4lbl,3628,1180,378
4lbo,3628,1180,378
4led,3628,930,378
4lg6,3628,749,378
4lh2,3628,712,378
4lh3,3628,712,378
4lhm,3628,931,378
4lhv,3628,932,378
4li0,3628,932,378
4lj3,3628,600,378
4lj5,3628,934,378
4lj8,3628,934,378
4ljh,3628,1297,378
4lk7,3628,1297,378
4lkd,3628,1297,378
4lke,3628,1297,378
4lkf,3628,1297,378
4lkg,3628,1073,378
4lkh,3628,1073,378
4lkj,3628,1073,378
4lkk,3628,1073,378
4lkl,3628,157,378
4lkm,3628,157,378
4lkt,3628,345,378
4ln2,3628,386,378
4lnf,3628,935,378
4lno,3628,935,378
4lnp,3628,386,378
4loh,3628,844,378
4loi,3628,844,378
4loj,3628,844,378
4lov,3628,1424,378
4lp9,3628,338,378
4lps,3628,302,378
4m0r,3628,892,378
4m1d,3628,737,378
4m3p,3628,938,378
4m6u,3628,939,378
4m7c,3628,532,378
4m7j,3628,940,378
4mbp,3628,1269,378
4mdr,3628,894,378
4mga,3628,44,378
4mgb,3628,44,378
4mgc,3628,44,378
4mho,3628,166,378
4mhs,3628,166,378
4mi3,3628,166,378
4mi6,3628,166,378
4mi9,3628,166,378
4mic,3628,166,378
4mji,3628,737,378
4mmp,3628,1534,378
4mn3,3628,62,378
4mnp,3628,1534,378
4mnq,3628,737,378
4mnv,3628,188,378
4mnw,3628,188,378
4mnx,3628,188,378
4mny,3628,188,378
4mo4,3628,943,378
4mp7,3628,1265,378
4mss,3628,589,378
4muv,3628,1546,378
4mvn,3628,741,378
4mwr,3628,923,378
4mwu,3628,923,378
4mwx,3628,923,378
4mwy,3628,923,378
4myh,3628,264,378
4mz5,3628,1110,378
4mz6,3628,1110,378
4mzf,3628,876,378
4mzh,3628,876,378
4mzj,3628,785,378
4mzk,3628,785,378
4mzl,3628,785,378
4n3w,3628,1168,378
4n5t,3628,1374,378
4n7g,3628,1283,378
4n7h,3628,334,378
4n7y,3628,1283,378
4n84,3628,1283,378
4n8q,3628,892,378
4n98,3628,1028,378
4ncn,3628,948,378
4ndu,3628,949,378
4ngh,3628,737,378
4ngn,3628,1064,378
4ngp,3628,1064,378
4ngr,3628,1064,378
4ngs,3628,1064,378
4ngt,3628,1064,378
4nhc,3628,737,378
4nhy,3628,950,378
4nie,3628,44,378
4nkt,3628,952,378
4nku,3628,952,378
4nmo,3628,1196,378
4nmp,3628,1196,378
4nmq,3628,1196,378
4nmr,3628,1196,378
4nms,3628,1196,378
4nmt,3628,1196,378
4nmv,3628,1196,378
4nmx,3628,1649,378
4nnn,3628,651,378
4nnw,3628,651,378
4no6,3628,651,378
4no8,3628,651,378
4no9,3628,651,378
4non,3628,465,378
4np9,3628,1436,378
4nrk,3628,1073,378
4nrl,3628,1073,378
4nro,3628,955,378
4nrq,3628,955,378
4nrt,3628,936,378
4nru,3628,936,378
4nuf,3628,1269,378
4nvp,3628,1308,378
4nw2,3628,956,378
4nxq,3628,957,378
4nxr,3628,957,378
4nxu,3628,959,378
4nxv,3628,959,378
4ny3,3628,960,378
4nyi,3628,932,378
4nyj,3628,932,378
4nym,3628,932,378
4nyt,3628,961,378
4o1l,3628,311,378
4o2c,3628,568,378
4o2e,3628,568,378
4o2f,3628,568,378
4o36,3628,1060,378
4o37,3628,1060,378
4o3a,3628,896,378
4o3b,3628,896,378
4o3c,3628,896,378
4o3t,3628,963,378
4o3u,3628,963,378
4o42,3628,956,378
4o45,3628,1263,378
4o4y,3628,737,378
4o62,3628,965,378
4o9w,3628,157,378
4oag,3628,959,378
4oaz,3628,1320,378
4obv,3628,968,378
4oc0,3628,1064,378
4oc1,3628,1064,378
4oc2,3628,1064,378
4oc3,3628,1064,378
4oc4,3628,1064,378
4oc5,3628,1064,378
4ock,3628,969,378
4ocp,3628,969,378
4ocq,3628,969,378
4oct,3628,955,378
4ocv,3628,969,378
4od7,3628,377,378
4odk,3628,970,378
4odl,3628,970,378
4odm,3628,970,378
4odn,3628,970,378
4odp,3628,970,378
4odq,3628,970,378
4oee,3628,738,378
4oef,3628,738,378
4oeg,3628,738,378
4oel,3628,1094,378
4oem,3628,1094,378
4oeu,3628,1384,378
4ofb,3628,734,378
4ofl,3628,1384,378
4omc,3628,1542,378
4omd,3628,1542,378
4onf,3628,940,378
4oq5,3628,1525,378
4os1,3628,188,378
4os2,3628,188,378
4os4,3628,188,378
4os5,3628,188,378
4os6,3628,188,378
4os7,3628,188,378
4osf,3628,1439,378
4ou3,3628,1012,378
4ouj,3628,976,378
4ov5,3628,179,378
4owm,3628,892,378
4own,3628,892,378
4owo,3628,892,378
4owv,3628,892,378
4oya,3628,214,378
4oyb,3628,214,378
4oyi,3628,214,378
4oyk,3628,977,378
4oym,3628,214,378
4oz1,3628,1600,378
4ozj,3628,810,378
4ozl,3628,810,378
4ozn,3628,810,378
4p00,3628,978,378
4p02,3628,978,378
4p0a,3628,977,378
4p0b,3628,977,378
4p4s,3628,980,378
4p4t,3628,980,378
4p5d,3628,857,378
4p5e,3628,857,378
4pb1,3628,984,378
4pb2,3628,984,378
4pd5,3628,984,378
4pd6,3628,984,378
4pd7,3628,984,378
4pd9,3628,984,378
4pda,3628,984,378
4pde,3628,985,378
4pdk,3628,986,378
4pf5,3628,1074,378
4pft,3628,1384,378
4pfu,3628,1384,378
4pg9,3628,737,378
4pgb,3628,737,378
4pgc,3628,737,378
4pgd,3628,737,378
4pge,3628,737,378
4pgh,3628,987,378
4pin,3628,989,378
4pio,3628,989,378
4pl0,3628,991,378
4pl6,3628,992,378
4pli,3628,992,378
4pn1,3628,993,378
4po7,3628,944,378
4pqa,3628,994,378
4pr5,3628,568,378
4pra,3628,568,378
4prb,3628,568,378
4prd,3628,568,378
4pre,3628,568,378
4prh,3628,737,378
4pri,3628,737,378
4prn,3628,568,378
4prp,3628,737,378
4pry,3628,176,378
4psh,3628,1520,378
4psx,3628,996,378
4pvv,3628,1440,378
4pxf,3628,767,378
4pz5,3628,998,378
4pz8,3628,703,378
4q3t,3628,1401,378
4q3u,3628,1401,378
4q4i,3628,1012,378
4q6f,3628,349,378
4q93,3628,1330,378
4q99,3628,1505,378
4qbb,3628,1002,378
4qbm,3628,871,378
4qc1,3628,871,378
4qdk,3628,1003,378
4qem,3628,250,378
4qer,3628,250,378
4qf8,3628,250,378
4qfg,3628,717,378
4qfl,3628,1384,378
4qfn,3628,1384,378
4qfo,3628,1384,378
4qfp,3628,1384,378
4qh7,3628,831,378
4qh8,3628,831,378
4qhp,3628,1012,378
4qht,3628,1564,378
4qij,3628,32,378
4qir,3628,1012,378
4qjr,3628,1004,378
4qk4,3628,1004,378
4qkd,3628,1005,378
4qlk,3628,205,378
4qll,3628,205,378
4qlq,3628,651,378
4qls,3628,651,378
4qlv,3628,651,378
4qme,3628,1012,378
4qna,3628,1254,378
4qnu,3628,1007,378
4qok,3628,737,378
4qpl,3628,1166,378
4qq4,3628,1304,378
4qqi,3628,749,378
4qrh,3628,763,378
4qsh,3628,1009,378
4qsk,3628,1009,378
4qsv,3628,1168,378
4qtn,3628,1010,378
4quo,3628,1012,378
4qvl,3628,651,378
4qvm,3628,651,378
4qvn,3628,651,378
4qvp,3628,651,378
4qvq,3628,651,378
4qvv,3628,651,378
4qvw,3628,651,378
4qvy,3628,651,378
4qw0,3628,651,378
4qw1,3628,651,378
4qw3,3628,651,378
4qw4,3628,651,378
4qw5,3628,651,378
4qw6,3628,651,378
4qw7,3628,651,378
4qwf,3628,651,378
4qwg,3628,651,378
4qwi,3628,651,378
4qwj,3628,651,378
4qwk,3628,651,378
4qwl,3628,651,378
4qwr,3628,651,378
4qws,3628,651,378
4qwu,3628,651,378
4qwx,3628,651,378
4qxj,3628,651,378
4qxt,3628,940,378
4qy8,3628,940,378
4qye,3628,1254,378
4qyo,3628,940,378
4qz0,3628,651,378
4qz1,3628,651,378
4qz2,3628,651,378
4qz3,3628,651,378
4qz4,3628,651,378
4qz5,3628,651,378
4qz6,3628,651,378
4qz7,3628,651,378
4qzw,3628,651,378
4qzx,3628,651,378
4r02,3628,651,378
4r07,3628,1181,378
4r0a,3628,1181,378
4r1e,3628,785,378
4r3s,3628,940,378
4r3w,3628,1011,378
4r59,3628,1505,378
4r5a,3628,1505,378
4r5b,3628,1505,378
4r6w,3628,848,378
4r6x,3628,848,378
4r73,3628,1013,378
4r74,3628,1013,378
4r75,3628,1013,378
4ra1,3628,1384,378
4rcg,3628,278,378
4rcp,3628,157,378
4rd0,3628,25,378
4rd3,3628,25,378
4rd6,3628,25,378
4rdn,3628,1014,378
4re2,3628,205,378
4re3,3628,205,378
4re4,3628,205,378
4rfc,3628,1505,378
4rfd,3628,1505,378
4rh5,3628,296,378
4ris,3628,914,378
4rme,3628,44,378
4rpo,3628,494,378
4rqi,3628,532,378
4rqz,3628,1017,378
4rr6,3628,666,378
4rra,3628,666,378
4rrf,3628,666,378
4rrg,3628,666,378
4rrq,3628,666,378
4rrr,3628,666,378
4rrv,3628,1254,378
4rs0,3628,1018,378
4rsk,3628,1060,378
4rsp,3628,1104,378
4rt0,3628,1020,378
4rt1,3628,1020,378
4rux,3628,1505,378
4ruy,3628,1505,378
4ruz,3628,1505,378
4rww,3628,1052,378
4rxh,3628,1110,378
4rxz,3628,1374,378
4ryd,3628,1542,378
4sga,3628,1023,378
4tjz,3628,345,378
4tk1,3628,286,378
4tk2,3628,286,378
4tk3,3628,286,378
4tk4,3628,286,378
4tkb,3628,345,378
4tkh,3628,345,378
4tkj,3628,345,378
4tkn,3628,1024,378
4tky,3628,377,378
4tln,3628,1510,378
4tmn,3628,1510,378
4tmp,3628,1344,378
4tnw,3628,940,378
4ts1,3628,1027,378
4tsz,3628,1028,378
4tt2,3628,1168,378
4tzm,3628,1030,378
4tzn,3628,1030,378
4tzq,3628,1030,378
4u0a,3628,1059,378
4u0b,3628,1059,378
4u0c,3628,1059,378
4u0d,3628,1059,378
4u0s,3628,1032,378
4u0u,3628,1032,378
4u0w,3628,1033,378
4u2w,3628,188,378
4u2y,3628,1346,378
4u5t,3628,1034,378
4u68,3628,62,378
4u6x,3628,568,378
4u6y,3628,568,378
4u7o,3628,1100,378
4u7t,3628,1035,378
4u90,3628,286,378
4u91,3628,286,378
4ua8,3628,1269,378
4uac,3628,1269,378
4ucu,3628,870,378
4ud7,3628,1374,378
4ue1,3628,1374,378
4ufd,3628,188,378
4ufe,3628,188,378
4uff,3628,188,378
4ufg,3628,188,378
4ufh,3628,1037,378
4ufi,3628,1037,378
4ufk,3628,1037,378
4ufm,3628,1037,378
4uia,3628,617,378
4uib,3628,617,378
4um9,3628,1053,378
4umn,3628,1374,378
4uof,3628,178,378
4uoh,3628,178,378
4ura,3628,1419,378
4us3,3628,1041,378
4us4,3628,1041,378
4usi,3628,810,378
4usj,3628,776,378
4usw,3628,214,378
4utn,3628,858,378
4utr,3628,858,378
4utv,3628,858,378
4utx,3628,858,378
4uu5,3628,1042,378
4uu7,3628,858,378
4uu8,3628,858,378
4uua,3628,858,378
4uub,3628,858,378
4uv8,3628,771,378
4uv9,3628,771,378
4uva,3628,771,378
4uvb,3628,771,378
4uvc,3628,771,378
4ux9,3628,893,378
4uxh,3628,325,378
4uxj,3628,325,378
4v11,3628,1436,378
4v27,3628,1544,378
4w4z,3628,1046,378
4w50,3628,1046,378
4w53,3628,1414,378
4w54,3628,1414,378
4w55,3628,1414,378
4w57,3628,1414,378
4w5a,3628,349,378
4w5j,3628,1066,378
4w97,3628,781,378
4wci,3628,455,378
4wef,3628,1248,378
4wf2,3628,1049,378
4whh,3628,157,378
4whl,3628,157,378
4wht,3628,940,378
4why,3628,940,378
4wj5,3628,568,378
4wj7,3628,1051,378
4wk1,3628,1052,378
4wk2,3628,1053,378
4wmx,3628,1269,378
4wmy,3628,1055,378
4wop,3628,1450,378
4wph,3628,1177,378
4wrq,3628,1283,378
4wup,3628,1505,378
4wv6,3628,1110,378
4wvl,3628,688,378
4wvs,3628,1058,378
4ww8,3628,1505,378
4wy7,3628,737,378
4wym,3628,1059,378
4wyp,3628,1060,378
4wyz,3628,1060,378
4wz6,3628,264,378
4x0z,3628,1062,378
4x11,3628,1062,378
4x13,3628,1062,378
4x14,3628,1062,378
4x1n,3628,188,378
4x1p,3628,188,378
4x1q,3628,188,378
4x1r,3628,188,378
4x1s,3628,188,378
4x2s,3628,380,378
4x34,3628,374,378
4x3e,3628,607,378
4x3h,3628,1063,378
4x3i,3628,1063,378
4x3k,3628,62,378
4x3s,3628,62,378
4x3u,3628,62,378
4x47,3628,432,378
4x50,3628,1424,378
4x5p,3628,1424,378
4x5q,3628,1424,378
4x6k,3628,432,378
4x6s,3628,1152,378
4x8n,3628,1065,378
4x8o,3628,1066,378
4x8p,3628,1065,378
4x8s,3628,188,378
4xbd,3628,895,378
4xbo,3628,1067,378
4xc2,3628,1537,378
4xek,3628,144,378
4xgz,3628,737,378
4xh2,3628,737,378
4xhv,3628,1069,378
4xjr,3628,1248,378
4xmr,3628,1071,378
4xo8,3628,1424,378
4xoc,3628,1424,378
4xoe,3628,1424,378
4xpj,3628,1072,378
4xqa,3628,685,378
4xqb,3628,685,378
4xqu,3628,1073,378
4xtm,3628,1074,378
4xtp,3628,1074,378
4xtt,3628,1075,378
4xtv,3628,1049,378
4xtw,3628,1049,378
4xtx,3628,1049,378
4xty,3628,1049,378
4xtz,3628,1049,378
4xu0,3628,1049,378
4xu1,3628,1049,378
4xu2,3628,1049,378
4xu3,3628,1049,378
4xxh,3628,1077,378
4xyn,3628,605,378
4y16,3628,737,378
4y24,3628,1180,378
4y2t,3628,83,378
4y32,3628,1283,378
4y38,3628,338,378
4y3b,3628,1283,378
